"paper_id","doi","title","year","venue","scis_rank","f1_provisional","preprint_paper"
"doi:10.1145/3597926.3598067","10.1145/3597926.3598067","Large Language Models Are Zero-Shot Fuzzers: Fuzzing Deep-Learning Libraries via Large Language Models","2023","Issta 2023 Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis","Not found","Evaluation Research","published"
"doi:10.1109/ms.2023.3265877","10.1109/MS.2023.3265877","Generative AI for Software Practitioners","2023","IEEE Software","B","Evaluation Research","published"
"doi:10.1145/3593434.3593468","10.1145/3593434.3593468","Towards Human-Bot Collaborative Software Architecting with ChatGPT","2023","ACM International Conference Proceeding Series","Not found","Evaluation Research","published"
"doi:10.1109/asew60602.2023.00016","10.1109/ASEW60602.2023.00016","Exploring Early Adopters' Perceptions of ChatGPT as a Code Generation Tool","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2023","Not found","Evaluation Research","published"
"doi:10.1109/c358072.2023.10436306","10.1109/C358072.2023.10436306","Empirical evaluation of automated code generation for mobile applications by AI tools","2023","1st IEEE Colombian Caribbean Conference C3 2023","Not found","Evaluation Research","published"
"doi:10.1109/msr59073.2023.00082","10.1109/MSR59073.2023.00082","Large Language Models and Simple, Stupid Bugs","2023","Proceedings 2023 IEEE ACM 20th International Conference on Mining Software Repositories MSR 2023","A","Evaluation Research","published"
"doi:10.1109/fit60620.2023.00013","10.1109/FIT60620.2023.00013","From Manual to Automatic: The Evolution of Test Case Generation Methods and the Role of GitHub Copilot","2023","Proceedings 2023 International Conference on Frontiers of Information Technology Fit 2023","Not found","Evaluation Research","published"
"doi:10.1109/apsec60848.2023.00085","10.1109/APSEC60848.2023.00085","ChatGPT for Vulnerability Detection, Classification, and Repair: How Far Are We?","2023","Proceedings Asia Pacific Software Engineering Conference APSEC","B","Evaluation Research","published"
"doi:10.1109/seaa60479.2023.00017","10.1109/SEAA60479.2023.00017","ECHO: An Approach to Enhance Use Case Quality Exploiting Large Language Models","2023","Proceedings 2023 49th Euromicro Conference on Software Engineering and Advanced Applications Seaa 2023","Not found","Evaluation Research","published"
"doi:10.1109/ase56229.2023.00089","10.1109/ASE56229.2023.00089","Nuances are the Key: Unlocking ChatGPT to Find Failure-Inducing Tests with Differential Prompting","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","Evaluation Research","published"
"doi:10.1049/icp.2023.1537","10.1049/icp.2023.1537","ChatGPT's Use case for Software Engineers","2023","Iet Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1553/giscience2023_01_s140","10.1553/giscience2023_01_s140","Ch(e)atGPT? An Anecdotal Approach Addressing the Impact of ChatGPT on Teaching and Learning GIScience","2023","Gi Forum","Not found","Evaluation Research","published"
"doi:10.1109/csce60160.2023.00169","10.1109/CSCE60160.2023.00169","Equity In The Preparation Of Students For Software Engineering Coding Interviews: ChatGPT as a Mock Interviewer","2023","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","Evaluation Research","published"
"doi:10.1109/tale56641.2023.10398358","10.1109/TALE56641.2023.10398358","Leveraging ChatGPT to Enhance Computational Thinking Learning Experiences","2023","2023 IEEE International Conference on Teaching Assessment and Learning for Engineering Tale 2023 Conference Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/qrs60937.2023.00028","10.1109/QRS60937.2023.00028","On ChatGPT: Perspectives from Software Engineering Students","2023","IEEE International Conference on Software Quality Reliability and Security Qrs","Not found","Evaluation Research","published"
"doi:10.1109/rew57809.2023.00048","10.1109/REW57809.2023.00048","Evaluating Privacy Questions from Stack Overflow: Can ChatGPT Compete?","2023","Proceedings 31st IEEE International Requirements Engineering Conference Workshops Rew 2023","Not found","Evaluation Research","published"
"doi:10.18293/seke2023-077","10.18293/SEKE2023-077","Practices and Challenges of Using GitHub Copilot: An Empirical Study","2023","Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke","Not found","Evaluation Research","published"
"doi:10.1109/icstw58534.2023.00078","10.1109/ICSTW58534.2023.00078","ChatGPT and Software Testing Education: Promises & Perils","2023","Proceedings 2023 IEEE 16th International Conference on Software Testing Verification and Validation Workshops Icstw 2023","Not found","Evaluation Research","published"
"doi:10.1109/csce60160.2023.00421","10.1109/CSCE60160.2023.00421","Assessment of ChatGPT's Proficiency in Software Development","2023","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","Evaluation Research","published"
"doi:10.1109/rew57809.2023.00052","10.1109/REW57809.2023.00052","On the Use of GPT-4 for Creating Goal Models: An Exploratory Study","2023","Proceedings 31st IEEE International Requirements Engineering Conference Workshops Rew 2023","Not found","Evaluation Research","published"
"doi:10.1109/icsme58846.2023.00050","10.1109/ICSME58846.2023.00050","The Psychological Effects of AI-Assisted Programming on Students and Professionals","2023","Proceedings 2023 IEEE International Conference on Software Maintenance and Evolution Icsme 2023","Not found","Evaluation Research","published"
"doi:10.1109/saner56733.2023.00070","10.1109/SANER56733.2023.00070","Large Language Models: The Next Frontier for Variable Discovery within Metamorphic Testing?","2023","Proceedings 2023 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2023","Not found","Evaluation Research","published"
"doi:10.1109/csce60160.2023.00051","10.1109/CSCE60160.2023.00051","Digital Rubber Duck: Leveraging Large Language Models for Extreme Programming","2023","Proceedings 2023 Congress in Computer Science Computer Engineering and Applied Computing Csce 2023","Not found","Evaluation Research","published"
"doi:10.1109/icest58410.2023.10187247","10.1109/ICEST58410.2023.10187247","Chat GPT-Based Design-Time DevSecOps","2023","2023 58th International Scientific Conference on Information Communication and Energy Systems and Technologies Icest 2023 Proceedings","Not found","Evaluation Research","published"
"doi:10.1109/dsit60026.2023.00021","10.1109/DSIT60026.2023.00021","An Empirical Understanding of Code Clone Detection by ChatGPT","2023","Proceedings 2023 6th International Conference on Data Science and Information Technology Dsit 2023","Not found","Evaluation Research","published"
"doi:10.1109/iconnect56593.2023.10327087","10.1109/IConNECT56593.2023.10327087","Analysis ChatGPT Potential: Transforming Software Development with AI Chat Bots","2023","Proceedings 2023 International Conference on Networking Electrical Engineering Computer Science and Technology Iconnect 2023","Not found","Evaluation Research","published"
"doi:10.1109/ase56229.2023.00096","10.1109/ASE56229.2023.00096","A Closer Look at Different Difficulty Levels Code Generation Abilities of ChatGPT","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","Evaluation Research","published"
"doi:10.1109/iccp60212.2023.10398656","10.1109/ICCP60212.2023.10398656","Case study: using AI-assisted code generation in mobile teams","2023","Proceedings 2023 IEEE 19th International Conference on Intelligent Computer Communication and Processing Conference Iccp 2023","Not found","Evaluation Research","published"
"doi:10.18653/v1/2023.findings-emnlp.901","10.18653/v1/2023.findings-emnlp.901","Beyond Testers' Biases: Guiding Model Testing with Knowledge Bases using LLMs","2023","Findings of the Association for Computational Linguistics Emnlp 2023","Not found","Evaluation Research","published"
"doi:10.1109/ase56229.2023.00206","10.1109/ASE56229.2023.00206","Log Parsing: How Far Can ChatGPT Go?","2023","Proceedings 2023 38th IEEE ACM International Conference on Automated Software Engineering Ase 2023","Not found","Evaluation Research","published"
"doi:10.13052/jwe1540-9589.2263","10.13052/jwe1540-9589.2263","Exploring LLM-based Automated Repairing of Ansible Script in Edge-Cloud Infrastructures","2023","Journal of Web Engineering","Not found","Evaluation Research","published"
"doi:10.1145/3582083","10.1145/3582083","Taking Flight with Copilot","2022","Queue","Not found","Evaluation Research","published"
"doi:10.3389/fpsyg.2022.868698","10.3389/fpsyg.2022.868698","Integrating Multiculturalism Into Artificial Intelligence-Assisted Programming Lessons: Examining Inter-Ethnicity Differences in Learning Expectancy, Motivation, and Effectiveness","2022","Frontiers in Psychology","Not found","Evaluation Research","published"
"doi:10.1145/3491102.3517582","10.1145/3491102.3517582","AI Chains: Transparent and Controllable Human-AI Interaction by Chaining Large Language Model Prompts","2022","Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3491101.3519729","10.1145/3491101.3519729","PromptChainer: Chaining Large Language Model Prompts through Visual Programming","2022","Conference on Human Factors in Computing Systems Proceedings","Not found","Evaluation Research","published"
"doi:10.1145/3491101.3519665","10.1145/3491101.3519665","Expectation vs.&nbsp;Experience: Evaluating the Usability of Code Generation Tools Powered by Large Language Models","2022","Extended Abstracts of the 2022 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1109/ipsn54338.2022.00045","10.1109/IPSN54338.2022.00045","ScriptPainter: Vision-based, On-device Test Script Generation for Mobile Systems","2022","Proceedings 21st ACM IEEE International Conference on Information Processing in Sensor Networks IPSN 2022","A","Evaluation Research","published"
"doi:10.1145/3702652.3744219","10.1145/3702652.3744219","The Effects of GitHub Copilot on Computing Students' Programming Effectiveness, Efficiency, and Processes in Brownfield Coding Tasks","2025","Proceedings of the 2025 ACM Conference on International Computing Education Research V.1","Not found","Evaluation Research","published"
"doi:10.1145/3701625.3701673","10.1145/3701625.3701673","Code on Demand: A Comparative Analysis of the Efficiency Understandability and Self-Correction Capability of Copilot ChatGPT and Gemini","2024","Proceedings of the XXIII Brazilian Symposium on Software Quality","Not found","Evaluation Research","published"
"doi:10.1145/3798166","10.1145/3798166","On the Use of Agentic Coding: An Empirical Study of Pull Requests on GitHub","2026","ACM Trans. Softw. Eng. Methodol.","A*","Evaluation Research","published"
"doi:10.1145/3643773","10.1145/3643773","Generative AI for Pull Request Descriptions: Adoption, Impact, and Developer Interventions","2024","Proc. ACM Softw. Eng.","Not found","Evaluation Research","published"
"doi:10.1145/3520312.3534864","10.1145/3520312.3534864","Productivity assessment of neural code completion","2022","Proceedings of the 6th ACM SIGPLAN International Symposium on Machine Programming","Not found","Evaluation Research","published"
"doi:10.1145/3798163","10.1145/3798163","Unveiling the Role of ChatGPT in Software Development: Insights from Developer-ChatGPT Interactions on GitHub","2026","ACM Trans. Softw. Eng. Methodol.","A*","Evaluation Research","published"
"doi:10.1145/3643758","10.1145/3643758","Rocks Coding, Not Development: A Human-Centric, Experimental Evaluation of LLM-Supported SE Tasks","2024","Proc. ACM Softw. Eng.","Not found","Evaluation Research","published"
"doi:10.1145/3779657.3779692","10.1145/3779657.3779692","Authentic Teaching and Assessment: Simulation of an Off-Shoring Project with Geographically Distributed Teams","2026","Proceedings of the 2025 7th World Symposium on Software Engineering","Not found","Evaluation Research","published"
"doi:10.1145/3701625.3701687","10.1145/3701625.3701687","Exploring the Use of Large Language Models in Requirements Engineering Education: An Experience Report with ChatGPT 3.5","2024","Proceedings of the XXIII Brazilian Symposium on Software Quality","Not found","Evaluation Research","published"
"doi:10.1145/3772318.3790302","10.1145/3772318.3790302","Robust Methods for Developer Screening in Rapidly Evolving AI Contexts","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3704611.3704621","10.1145/3704611.3704621","Towards an AI-Assisted Software Developer: The Perspective on Use of ChatGPT for Programming in the Philippines","2025","Proceedings of the Asian CHI Symposium 2024","A*","Evaluation Research","published"
"doi:10.1145/3801972","10.1145/3801972","""Should I Give Up Now?"" Investigating LLM Pitfalls in Software Engineering","2026","ACM Trans. Softw. Eng. Methodol.","A*","Evaluation Research","published"
"doi:10.1145/3772318.3790459","10.1145/3772318.3790459","TurnStyle: A Framework for Analyzing Human Conversational Behaviors to Predict Success in LLM-Assisted Tasks","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3701625.3701657","10.1145/3701625.3701657","AI in Service of Software Quality: How ChatGPT and Personas Are Transforming Exploratory Testing","2024","Proceedings of the XXIII Brazilian Symposium on Software Quality","Not found","Evaluation Research","published"
"doi:10.1145/3660788","10.1145/3660788","Beyond Code Generation: An Observational Study of ChatGPT Usage in Software Engineering Practice","2024","Proc. ACM Softw. Eng.","Not found","Evaluation Research","published"
"doi:10.1145/3772363.3799079","10.1145/3772363.3799079","""AI does not understand the real world."": AI Augmented Software Development","2026","Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3613372.3614189","10.1145/3613372.3614189","A Report on the Use of ChatGPT in Software Engineering and Systems Analysis Courses","2023","Proceedings of the XXXVII Brazilian Symposium on Software Engineering","Not found","Evaluation Research","published"
"doi:10.1145/3709016.3737802","10.1145/3709016.3737802","Evaluating Capabilities and Perspectives of Generative AI Tools in Smart Contract Development","2025","Proceedings of the 7th ACM International Symposium on Blockchain and Secure Critical Infrastructure","Not found","Evaluation Research","published"
"doi:10.1145/3658321.3658367","10.1145/3658321.3658367","How Do Information Technology Professionals Use Generative Artificial Intelligence?","2024","Proceedings of the 20th Brazilian Symposium on Information Systems","Not found","Evaluation Research","published"
"doi:10.1145/3772318.3790874","10.1145/3772318.3790874","RAG Without the Lag: Enabling ""What-If"" Analysis for Retrieval-Augmented Generation Pipelines","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772318.3790622","10.1145/3772318.3790622","Campus AI vs. Commercial AI: Comparing How Students and Employees Perceive their University’s LLM Chatbot vs. ChatGPT","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772318.3790974","10.1145/3772318.3790974","Cerebra: Aligning Implicit Knowledge in Interactive SQL Authoring","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772363.3798597","10.1145/3772363.3798597","Reframing Human–AI Interaction through Tangible, Multisensory Interfaces","2026","Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3807953","10.1145/3807953","The Obvious Invisible Threat: Vulnerabilities of LLM-Powered GUI Agents to Adversarial UI Manipulations in Web Interaction Tasks","2026","ACM Trans. AI Secur. Priv.","Not found","Evaluation Research","published"
"doi:10.1145/3742413.3789151","10.1145/3742413.3789151","ImpReSS: Designing and Evaluating a Lightweight Implicit Recommender System in Conversational Support Agents","2026","Proceedings of the 31st International Conference on Intelligent User Interfaces","Not found","Evaluation Research","published"
"doi:10.1145/3742413.3789090","10.1145/3742413.3789090","Embodied Digital Therapists with LLM Personalization for Aphasia Rehabilitation: Characterizing Human-AI Collaboration Boundaries","2026","Proceedings of the 31st International Conference on Intelligent User Interfaces","Not found","Evaluation Research","published"
"doi:10.1145/3772318.3791441","10.1145/3772318.3791441","Debugging Defective Visualizations: Empirical Insights Informing a Human-AI Co‑Debugging System","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772363.3798531","10.1145/3772363.3798531","XAgen: An Explainability Tool for Identifying and Correcting Failures in Multi-Agent Workflows","2026","Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772318.3791365","10.1145/3772318.3791365","Invisible Saboteurs: Sycophantic LLMs Mislead Novices in Problem-Solving Tasks","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3801978","10.1145/3801978","AI Can See What You Can't See: How LLM-Agents Complement Human-Based Gender-Inclusive Usability Testing","2026","ACM Trans. Interact. Intell. Syst.","Not found","Evaluation Research","published"
"doi:10.1145/3772318.3790500","10.1145/3772318.3790500","Botender: Supporting Communities in Collaboratively Designing AI Agents through Case-Based Provocations","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772363.3798953","10.1145/3772363.3798953","""To LLM, or Not to LLM?"": How Designers and Developers Navigate LLMs as Tools or Teammates","2026","Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772318.3790641","10.1145/3772318.3790641","JustShape: Exploring Co-Speech Gestures for Multimodal LLM-Powered 3D Parametric Modeling","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3742413.3789120","10.1145/3742413.3789120","Neural Transparency: Mechanistic Interpretability Interfaces for Anticipating Model Behaviors for Personalized AI","2026","Proceedings of the 31st International Conference on Intelligent User Interfaces","Not found","Evaluation Research","published"
"doi:10.1145/3770581","10.1145/3770581","Integrating Various Software Artifacts for Better LLM-based Bug Localization and Program Repair","2025","ACM Trans. Softw. Eng. Methodol.","A*","Evaluation Research","published"
"doi:10.1145/3772318.3790631","10.1145/3772318.3790631","FeelWave: Enabling Emotion-Aware Voice Interaction through Noise-Robust mmWave Emotion Sensing","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3742413.3789130","10.1145/3742413.3789130","Smarter Together: Enhancing Human-AI Collaborative Grading With Teacher-Cognition Multi-Agent LLM Framework","2026","Proceedings of the 31st International Conference on Intelligent User Interfaces","Not found","Evaluation Research","published"
"doi:10.1145/3772363.3798543","10.1145/3772363.3798543","PersonaCite: VoC-Grounded Interviewable Agentic Synthetic AI Personas for Verifiable User and Design Research","2026","Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1109/icse55347.2025.00097","10.1109/ICSE55347.2025.00097","Rug: Turbo LLM for Rust Unit Test Generation","2025","Proceedings of the IEEE/ACM 47th International Conference on Software Engineering","Not found","Evaluation Research","published"
"doi:10.1145/3772318.3791817","10.1145/3772318.3791817","MindfulAgents: Personalizing Mindfulness Meditation via an Expert-Aligned Multi-Agent System","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3772318.3791851","10.1145/3772318.3791851","Personal Validation Effect in LLMs: Positive AI Responses Bias Perceptions of Validity, Reliability, Personalization, and Usefulness of Fictitious Predictions","2026","Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems","A*","Evaluation Research","published"
"doi:10.1145/3729355","10.1145/3729355","ChatDBG: Augmenting Debugging with Large Language Models","2025","Proc. ACM Softw. Eng.","Not found","Evaluation Research","published"
"doi:10.1145/3715014.3722064","10.1145/3715014.3722064","GPIoT: Tailoring Small Language Models for IoT Program Synthesis and Development","2025","Proceedings of the 23rd ACM Conference on Embedded Networked Sensor Systems","Not found","Evaluation Research","published"
"doi:10.1145/3793252","10.1145/3793252","Clean Code, Better Models: Enhancing LLM Performance with Smell-Cleaned Dataset","2026","ACM Trans. Softw. Eng. Methodol.","A*","Evaluation Research","published"
"doi:10.1145/3806655","10.1145/3806655","Past, Present, and Future of Bug Tracking in the Generative AI Era","2026","ACM Trans. Softw. Eng. Methodol.","A*","Evaluation Research","published"
"fallback:667da1c0b165","","The Impact of GitHub Copilot on Developer Productivity From a Software Engineering Body of Knowledge Perspective","2024","30th Americas Conference on Information Systems Amcis 2024","Not found","Evaluation Research","published"
"fallback:a344463fa9e1","","PENTESTGPT: Evaluating and Harnessing Large Language Models for Automated Penetration Testing","2024","Proceedings of the 33rd Usenix Security Symposium","Not found","Evaluation Research","published"
"fallback:0d602489d519","","Artificial Intelligence vs. Software Engineers: An Empirical Study on Performance and Efficiency using ChatGPT","2023","Proceedings of the 33rd Annual International Conference on Computer Science and Software Engineering","Not found","Evaluation Research","published"
"fallback:463bc50f31dc","","Software Orchestration: A Paradigm for Software Development and Security Assessment Using ChatGPT Requirements","2024","J. Comput. Sci. Coll.","Not found","Evaluation Research","published"
